account,type,residence,date_joined,indication_coupon,first_deposit_amount,first_deposit_date,first_transaction_amount,first_transaction_date,balance_amount
5428,type_6,"",2018-08-27,308,9090.91,2018-08-27,,,9090.91
5102,type_6,es,2018-06-30,308,9090.91,2018-06-30,,,9090.91
1775,type_1,ru,2018-02-04,120,,,,,
5007,type_6,ph,2018-06-16,308,9090.91,2018-06-16,,,9090.91
5309,type_6,ie,2018-08-02,308,9090.91,2018-08-02,2.0,2018-08-02,9083.11
5529,type_6,mx,2018-09-12,308,9090.91,2018-09-12,0.2,2018-09-12,9087.35
4294,type_6,sv,2018-02-01,255,9090.91,2018-02-01,,,9090.91
2495,type_1,br,2018-10-17,308,300.0,2018-10-17,0.227,2018-10-17,4016.75
2293,type_1,ng,2018-08-03,308,100.0,2018-08-12,2.0095,2018-08-12,197.88
3363,type_6,id,2017-06-15,308,9090.91,2017-06-15,2.71766871165644,2017-06-15,-91015.5
5289,type_6,br,2018-07-29,308,9090.91,2018-07-29,1.05288659793814,2018-07-29,15940.51
1156,type_1,id,2017-05-04,308,200.0,2018-01-29,0.379702127659575,2018-01-29,270.74
2687,type_3,ro,2017-12-19,189,,,,,
4957,type_6,de,2018-06-06,308,9090.91,2018-06-06,,,9090.91
2858,type_6,id,2017-01-29,308,9090.91,2017-01-29,,,-90909.09
1869,type_1,ru,2018-03-06,15,,,,,
4921,type_6,es,2018-05-31,308,9090.91,2018-05-31,,,9090.91
2475,type_1,bo,2018-10-10,41,,,,,
1596,type_1,mx,2017-12-11,308,500.0,2017-12-11,2.01,2017-12-11,494.96
4748,type_6,ph,2018-05-01,308,9090.91,2018-05-01,,,9090.91
1092,type_1,br,2017-03-14,308,100.0,2017-03-14,1.085,2017-03-14,-65.55
4229,type_6,br,2018-01-16,308,9090.91,2018-01-16,20.0,2018-01-27,9093.81
2297,type_1,id,2018-08-06,308,,,,,
2447,type_1,br,2018-10-01,308,2500.0,2018-10-05,0.733509485094851,2018-10-05,14258.11
1743,type_1,ru,2018-01-25,7,,,,,
4495,type_6,id,2018-03-14,308,9090.91,2018-03-14,311.627207207207,2018-03-14,605.0
2323,type_1,id,2018-08-16,308,,,,,
1960,type_1,br,2018-04-02,308,,,,,
5685,type_6,ng,2018-10-10,308,9090.91,2018-10-10,2.0,2018-11-07,9089.69
3815,type_6,lk,2017-10-17,234,9090.91,2017-10-17,,,-90909.09
3178,type_6,ru,2017-04-23,15,9090.91,2017-04-23,27.4257894736842,2017-04-23,-190894.81
2230,type_1,id,2018-07-12,308,100.0,2018-07-18,0.135,2018-07-19,1587.76
1804,type_1,ke,2018-02-15,308,,,,,
2350,type_1,ru,2018-08-28,308,100.0,2018-08-28,0.2,2018-08-28,-54.8
3168,type_6,id,2017-04-22,308,9090.91,2017-04-22,287.672727272727,2017-04-22,-92388.71
5437,type_6,bd,2018-08-28,308,9090.91,2018-08-28,0.0990909090909091,2018-08-28,9074.33
3675,type_6,id,2017-09-11,308,9090.91,2017-09-11,,,-90909.09
3561,type_6,id,2017-08-07,308,9090.91,2017-08-07,170.926829268293,2017-08-07,-1506804.12
1885,type_1,id,2018-03-10,308,1019.59,2018-06-02,0.411379310344828,2018-06-02,1009.22
1723,type_1,vn,2018-01-19,308,100.0,2018-01-20,0.152698412698413,2018-01-20,98.98
2619,type_1,pk,2018-12-07,308,,,,,
4328,type_6,br,2018-02-09,308,9090.91,2018-02-09,,,9090.91
1244,type_1,id,2017-08-05,308,160.0,2017-08-05,0.376478873239437,2017-08-05,154.62
3147,type_6,gb,2017-04-17,308,9090.91,2017-04-17,1.03666666666667,2017-04-17,-190910.45
1615,type_1,mv,2017-12-15,308,200.0,2017-12-15,,,-193.31
2079,type_1,am,2018-05-17,308,,,,,
2312,type_1,id,2018-08-13,308,,,,,
1183,type_1,ca,2017-06-03,192,,,,,
1533,type_1,lk,2017-11-23,308,,,,,
5719,type_6,id,2018-10-17,308,9090.91,2018-10-17,,,9090.91
3206,type_6,id,2017-04-30,308,9090.91,2017-04-30,0.381470588235294,2017-04-30,-90912.57
5637,type_6,id,2018-09-30,308,9090.91,2018-09-30,26.5,2018-09-30,9029.9
1613,type_1,mx,2017-12-15,308,1000.0,2017-12-20,1.5675,2018-01-17,-958.48
5721,type_6,gh,2018-10-17,308,9090.91,2018-10-17,1.72,2018-10-17,9086.25
3940,type_6,ru,2017-11-16,308,9090.91,2017-11-16,,,-90909.09
3328,type_6,ch,2017-06-05,308,9090.91,2017-06-05,2.20719424460432,2017-06-05,-18848444.68
4123,type_6,id,2017-12-24,308,9090.91,2017-12-24,0.11625,2017-12-24,9090.33
1037,type_1,ec,2017-01-30,82,94.8,2017-02-01,0.171525423728814,2017-02-01,90.28
3797,type_6,vn,2017-10-13,308,9090.91,2017-10-13,,,-90909.09
3988,type_6,cm,2017-11-25,102,9090.91,2017-11-25,,,-90909.09
5814,type_6,id,2018-11-04,308,9090.91,2018-11-04,0.2,2018-11-04,9090.79
5109,type_6,ar,2018-07-02,308,9090.91,2018-07-02,13.04,2018-07-02,9072.49
1878,type_1,id,2018-03-09,308,,,,,
5763,type_6,id,2018-10-24,308,9090.91,2018-10-24,0.458279069767442,2018-10-24,8749.73
3382,type_6,th,2017-06-19,131,9090.91,2017-06-19,1.055,2017-06-19,-90910.3
3333,type_6,br,2017-06-06,308,9090.91,2017-06-06,,,-90909.09
5308,type_6,vn,2018-08-02,308,9090.91,2018-08-02,0.87,2018-08-02,7289.89
1484,type_1,eg,2017-11-10,308,,,,,
3919,type_6,id,2017-11-12,308,9090.91,2017-11-12,0.609,2017-11-12,-190916.11
5781,type_6,id,2018-10-28,308,9090.91,2018-10-28,,,9090.91
1669,type_1,vn,2018-01-01,91,,,,,
3812,type_6,id,2017-10-16,308,9090.91,2017-10-16,4.12682926829268,2017-10-16,-290966.59
5092,type_6,br,2018-06-29,308,9090.91,2018-06-29,,,9090.91
5867,type_6,ke,2018-11-16,308,9090.91,2018-11-16,0.925849056603774,2018-11-16,7492.39
1490,type_1,vn,2017-11-12,91,,,,,
5704,type_6,id,2018-10-13,308,9090.91,2018-10-13,136.582,2018-10-13,39746.48
2122,type_1,id,2018-06-03,308,510.2,2018-06-05,0.662792056074766,2018-06-05,11598.19
2359,type_1,id,2018-09-02,308,382.1,2018-09-11,,,-369.33
5647,type_6,br,2018-10-01,308,9090.91,2018-10-01,,,9090.91
4446,type_6,"",2018-03-06,308,9090.91,2018-03-06,10.0,2018-03-06,9083.65
4698,type_6,br,2018-04-20,308,9090.91,2018-04-20,1.1,2018-04-20,9091.02
3454,type_6,id,2017-07-12,308,9090.91,2017-07-12,,,-90909.09
3393,type_6,ru,2017-06-22,308,9090.91,2017-06-22,,,-90909.09
3500,type_6,id,2017-07-23,204,9090.91,2017-07-23,,,-90909.09
4740,type_6,ph,2018-04-28,308,9090.91,2018-04-28,983.485,2018-04-28,7889.49
5575,type_6,"",2018-09-21,308,9090.91,2018-09-21,0.2,2018-09-21,9090.79
1673,type_1,id,2018-01-02,308,,,,,
1844,type_1,br,2018-02-28,159,,,,,
1647,type_1,kg,2017-12-24,308,,,,,
5545,type_6,co,2018-09-15,308,9090.91,2018-09-15,,,9090.91
3716,type_6,ng,2017-09-22,308,9090.91,2017-09-22,,,-90909.09
1594,type_1,br,2017-12-09,308,,,,,
4406,type_6,mx,2018-02-27,308,9090.91,2018-02-27,1.09,2018-02-27,9090.47
2698,type_3,lt,2018-03-21,117,,,,,
1013,type_1,id,2017-01-09,308,,,,,
5726,type_6,"",2018-10-18,308,9090.91,2018-10-18,,,9090.91
2039,type_1,in,2018-04-29,308,70.0,2018-04-30,0.116470588235294,2018-04-30,387.07
4954,type_6,zw,2018-06-06,308,9090.91,2018-06-06,,,9090.91
4891,type_6,id,2018-05-26,308,9090.91,2018-05-26,,,9090.91
2105,type_1,id,2018-05-28,308,,,,,
1658,type_1,ar,2017-12-28,308,,,,,
3761,type_6,id,2017-10-05,308,9090.91,2017-10-05,1.1,2017-10-05,-1990936.7
5965,type_6,id,2018-12-06,308,9090.91,2018-12-06,104.241666666667,2018-12-06,8933.18
4812,type_6,ng,2018-05-14,308,9090.91,2018-05-14,,,9090.91
2714,type_3,cz,2018-11-15,308,661.71,2018-11-15,4.34736842105263,2018-11-21,567.7
2914,type_6,id,2017-02-14,130,9090.91,2017-02-14,,,-90909.09
3040,type_6,ec,2017-03-20,308,9090.91,2017-03-20,7.77777777777778,2017-03-20,-991479.51
4112,type_6,id,2017-12-22,308,9090.91,2017-12-22,,,9090.91
3861,type_6,id,2017-10-26,308,9090.91,2017-10-26,,,-90909.09
4226,type_6,lk,2018-01-16,308,9090.91,2018-01-16,,,9090.91
2841,type_6,id,2017-01-25,308,9090.91,2017-01-25,,,-90909.09
1447,type_1,tr,2017-10-31,308,,,,,
2904,type_6,nl,2017-02-12,308,9090.91,2017-02-12,2.0,2017-02-12,-3900301.45
4095,type_6,by,2017-12-18,308,9090.91,2017-12-18,1.065,2017-12-18,9090.39
4912,type_6,br,2018-05-30,308,9090.91,2018-05-30,54.615,2018-05-30,8826.37
5259,type_6,id,2018-07-22,308,9090.91,2018-07-22,0.167142857142857,2018-07-22,9090.87
5006,type_6,id,2018-06-15,308,9090.91,2018-06-15,0.105,2018-06-15,9090.86
1969,type_1,id,2018-04-05,308,,,,,
5766,type_6,ke,2018-10-25,308,9090.91,2018-10-25,,,9090.91
4069,type_6,id,2017-12-14,308,9090.91,2017-12-14,,,-90909.09
2952,type_6,vn,2017-02-24,308,9090.91,2017-02-24,,,-90909.09
2134,type_1,id,2018-06-08,308,,,,,
2710,type_3,be,2018-09-30,308,438.71,2018-09-30,11.0878947368421,2018-10-03,722.29
4393,type_6,id,2018-02-25,308,9090.91,2018-02-25,,,9090.91
1582,type_1,za,2017-12-07,103,120.0,2017-12-08,0.734655172413793,2017-12-08,118.71
2652,type_2,de,2018-05-02,308,,,,,
1467,type_1,id,2017-11-07,308,,,,,
3288,type_6,co,2017-05-24,308,9090.91,2017-05-24,0.12,2017-05-24,-90909.14
2186,type_1,id,2018-06-29,308,,,,,
1793,type_1,id,2018-02-11,308,,,,,
3613,type_6,id,2017-08-22,308,9090.91,2017-08-22,91.2465753424657,2017-08-22,-298957.93
4413,type_6,"",2018-02-28,308,9090.91,2018-02-28,1.09,2018-02-28,9090.25
4640,type_6,"",2018-04-11,308,9090.91,2018-04-11,,,9090.91
4633,type_6,"",2018-04-09,308,9090.91,2018-04-09,,,9090.91
4835,type_6,"",2018-05-17,308,9090.91,2018-05-17,,,9090.91
3808,type_6,id,2017-10-15,308,9090.91,2017-10-15,0.078,2017-10-16,-190909.2
4978,type_6,ua,2018-06-10,308,9090.91,2018-06-10,,,9090.91
1155,type_1,id,2017-05-02,308,125.0,2017-05-03,0.253133640552995,2017-05-03,-52.76
5677,type_6,ng,2018-10-07,308,9090.91,2018-10-07,,,9090.91
1195,type_1,id,2017-06-14,308,,,,,
4899,type_6,id,2018-05-27,308,9090.91,2018-05-27,392.437368421053,2018-07-14,8536.59
5571,type_6,hu,2018-09-21,308,9090.91,2018-09-21,,,9090.91
3177,type_6,ru,2017-04-23,308,9090.91,2017-04-23,7.04552631578947,2017-04-23,-90994.35
4970,type_6,"",2018-06-08,308,9090.91,2018-06-08,1.03,2018-06-08,9090.28
2818,type_6,za,2017-01-18,41,9090.91,2017-01-18,,,-90909.09
4502,type_6,id,2018-03-16,284,9090.91,2018-03-16,,,9090.91
1270,type_1,id,2017-08-20,308,200.0,2017-08-23,0.146111111111111,2017-08-24,-19286.18
4655,type_6,ve,2018-04-12,308,9090.91,2018-04-12,,,9090.91
2827,type_6,id,2017-01-21,308,9090.91,2017-01-21,2.11764705882353,2017-01-21,-390923.44
4842,type_6,"",2018-05-19,308,9090.91,2018-05-19,4.536,2018-05-19,9080.61
3014,type_6,id,2017-03-13,308,9090.91,2017-03-13,0.561578947368421,2017-03-13,-492173.84
3290,type_6,ru,2017-05-25,308,9090.91,2017-05-25,0.845,2017-05-29,-290934.02
4990,type_6,"",2018-06-13,308,9090.91,2018-06-13,,,9090.91
4924,type_6,jm,2018-06-01,308,9090.91,2018-06-01,1.12,2018-06-01,9091.0
1834,type_1,ua,2018-02-25,308,,,,,
2082,type_1,ci,2018-05-20,308,,,,,
4595,type_6,vn,2018-04-01,308,9090.91,2018-04-01,37.6034433962264,2018-04-07,355184.22
3932,type_6,ru,2017-11-14,308,9090.91,2017-11-14,,,-90909.09
4002,type_6,id,2017-11-27,308,9090.91,2017-11-27,,,-90909.09
5984,type_6,br,2018-12-10,308,9090.91,2018-12-10,,2018-12-11,9090.91
2642,type_2,it,2018-01-23,308,49516.8,2018-02-07,2190.95666666667,2018-02-08,8713.03000000001
1570,type_1,vn,2017-12-03,308,,,,,
3779,type_6,br,2017-10-09,308,9090.91,2017-10-09,,,-90909.09
5258,type_6,ru,2018-07-21,308,9090.91,2018-07-21,,,9090.91
2949,type_6,id,2017-02-23,308,9090.91,2017-02-23,0.625,2017-02-25,-491121.5
5930,type_6,ar,2018-11-29,308,9090.91,2018-11-29,2.0,2018-11-29,9088.15
2188,type_1,ph,2018-06-29,308,,,,,
1437,type_1,vn,2017-10-28,308,,,,,
1044,type_1,mx,2017-02-02,308,250.0,2017-02-03,0.138823529411765,2017-02-03,566.6
4405,type_6,ru,2018-02-27,308,9090.91,2018-02-27,8.73714285714286,2018-02-27,8979.5
1242,type_1,id,2017-08-04,308,150.0,2017-08-05,0.0993464052287582,2017-08-05,142.97
1302,type_1,id,2017-08-31,308,106.4,2017-09-01,0.229242424242424,2017-09-01,-873.209999999999
5409,type_6,br,2018-08-23,308,9090.91,2018-08-23,,,9090.91
3789,type_6,mv,2017-10-11,116,9090.91,2017-10-11,,,-90909.09
2697,type_3,ee,2018-03-20,217,,,,,
2824,type_6,id,2017-01-20,308,9090.91,2017-01-20,1.08333333333333,2017-01-20,-290910.8
4222,type_6,id,2018-01-15,308,9090.91,2018-01-15,118.372857142857,2018-01-15,8774.93
1566,type_1,id,2017-12-01,308,710.0,2017-12-04,0.261266233766234,2017-12-04,-128466.43
3186,type_6,gb,2017-04-24,308,9090.91,2017-04-24,1.18285714285714,2017-04-25,-1192090.61
4552,type_6,co,2018-03-24,308,9090.91,2018-03-24,,,9090.91
5307,type_6,id,2018-08-02,308,9090.91,2018-08-02,60.2944705882353,2018-08-02,8141.27
5346,type_6,gb,2018-08-10,308,9090.91,2018-08-10,101.0,2018-08-14,9118.59
3192,type_6,id,2017-04-25,308,9090.91,2017-04-25,3.91071428571429,2017-04-25,-4064950.18
4085,type_6,in,2017-12-16,308,9090.91,2017-12-16,,,-90909.09
2998,type_6,it,2017-03-08,142,9090.91,2017-03-08,2.57406779661017,2017-03-27,-5391241.06
2674,type_3,lv,2017-08-16,308,,,,,
3426,type_6,ax,2017-07-05,308,9090.91,2017-07-05,3.31285714285714,2017-07-05,-591011.16
4053,type_6,ng,2017-12-11,308,9090.91,2017-12-11,417.726470588235,2017-12-11,-1599107.86
4216,type_6,gb,2018-01-14,308,9090.91,2018-01-14,,,9090.91
2226,type_1,br,2018-07-11,308,234.02,2018-08-06,0.400967741935484,2018-08-06,814.5
4539,type_6,id,2018-03-22,308,9090.91,2018-03-22,3.0,2018-03-22,9089.61
1435,type_1,id,2017-10-27,143,500.0,2017-10-28,0.341643356643357,2017-10-28,-32289.71
3855,type_6,pk,2017-10-25,116,9090.91,2017-10-25,0.956666666666667,2017-10-25,-590915.73
1173,type_1,id,2017-05-24,41,,,,,
3482,type_6,id,2017-07-18,308,9090.91,2017-07-18,2.85214285714286,2017-07-18,-90924.14
2108,type_1,id,2018-05-29,308,,,,,
5510,type_6,vn,2018-09-09,308,9090.91,2018-09-09,576.0,2018-09-09,7834.7
1812,type_1,ng,2018-02-17,308,,,,,
3326,type_6,ie,2017-06-04,308,9090.91,2017-06-04,1.03,2017-06-04,-90909.84
4782,type_6,"",2018-05-07,308,9090.91,2018-05-07,1.1,2018-05-07,9091.02
2265,type_1,tz,2018-07-20,308,,,,,
4586,type_6,co,2018-03-30,308,9090.91,2018-03-30,,,9090.91
2073,type_1,id,2018-05-14,308,,,,,
1580,type_1,in,2017-12-06,308,,,,,
5343,type_6,id,2018-08-10,308,9090.91,2018-08-10,,,9090.91
5810,type_6,pe,2018-11-03,308,9090.91,2018-11-03,2.0,2018-11-26,9091.19
5239,type_6,id,2018-07-19,308,9090.91,2018-07-19,2.66666666666667,2018-07-19,9073.94
3852,type_6,id,2017-10-25,308,9090.91,2017-10-25,61.4576470588235,2017-10-25,-292422.88
2510,type_1,id,2018-10-25,308,,,,,
4768,type_6,id,2018-05-05,308,9090.91,2018-05-05,,,9090.91
4244,type_6,kz,2018-01-20,308,9090.91,2018-01-20,,,9090.91
1429,type_1,br,2017-10-25,102,100.0,2017-12-07,0.07234375,2017-12-07,-19.6
3771,type_6,id,2017-10-06,308,9090.91,2017-10-06,,,-90909.09
5568,type_6,it,2018-09-20,308,9090.91,2018-09-20,,,9090.91
3786,type_6,lk,2017-10-10,162,9090.91,2017-10-10,1.04,2017-10-10,-190909.59
5885,type_6,br,2018-11-21,308,9090.91,2018-11-21,28.4332530120482,2018-11-21,9592.05
4333,type_6,id,2018-02-09,308,9090.91,2018-02-09,,,9090.91
3260,type_6,id,2017-05-16,308,9090.91,2017-05-16,2.28333333333333,2017-05-16,-192502.46
1998,type_1,id,2018-04-15,308,,,,,
2501,type_1,cm,2018-10-19,308,,,,,
4062,type_6,bo,2017-12-12,308,9090.91,2017-12-12,7.99145161290323,2017-12-12,-591583.19
4562,type_6,ru,2018-03-25,308,9090.91,2018-03-25,,,9090.91
3801,type_6,id,2017-10-13,308,9090.91,2017-10-13,0.07,2017-10-13,-90909.13
3687,type_6,br,2017-09-14,308,9090.91,2017-09-14,8.44372549019608,2017-09-14,-191840.31
1675,type_1,id,2018-01-02,235,100.0,2018-01-08,2.448,2018-01-08,98.98
1250,type_1,br,2017-08-07,181,125.0,2017-08-23,0.222337662337662,2017-08-23,336.63
4037,type_6,id,2017-12-08,308,9090.91,2017-12-08,0.515,2017-12-08,-90909.72
5738,type_6,"",2018-10-19,308,9090.91,2018-10-19,,,9090.91
2474,type_1,br,2018-10-09,308,131.0,2018-10-10,0.11,2018-10-10,129.69
2753,type_6,br,2017-01-01,308,9090.91,2017-01-01,1.06333333333333,2017-01-03,-3378051.92
2086,type_1,id,2018-05-21,308,,,,,
1950,type_1,id,2018-03-31,308,,,,,
5300,type_6,br,2018-08-01,308,9090.91,2018-08-01,,,9090.91
5292,type_6,id,2018-07-30,308,9090.91,2018-07-30,,,9090.91
2513,type_1,zw,2018-10-27,308,32.5,2018-10-30,0.108857142857143,2018-10-30,-1911.48
5954,type_6,do,2018-12-04,308,9090.91,2018-12-04,,,9090.91
2590,type_1,ma,2018-11-27,308,,,,,
1514,type_1,co,2017-11-17,308,,,,,
2754,type_6,gb,2017-01-01,121,9090.91,2017-01-01,,,-90909.09
3293,type_6,id,2017-05-26,24,9090.91,2017-05-26,,,-90909.09
3053,type_6,pk,2017-03-24,308,9090.91,2017-03-24,,,-90909.09
5807,type_6,gh,2018-11-02,308,9090.91,2018-11-02,,,9090.91
4702,type_6,"",2018-04-21,308,9090.91,2018-04-21,0.1,2018-04-21,9090.85
3455,type_6,id,2017-07-12,308,9090.91,2017-07-12,2.756,2017-07-12,-90911.94
4266,type_6,id,2018-01-27,308,9090.91,2018-01-27,125.626060606061,2018-01-27,7457.42
4321,type_6,lk,2018-02-07,243,9090.91,2018-02-07,0.173333333333333,2018-02-09,5163.49999999999
1406,type_1,id,2017-10-17,308,,,,,
4462,type_6,pl,2018-03-07,36,9090.91,2018-03-07,,,9090.91
5028,type_6,"",2018-06-19,308,9090.91,2018-06-19,,,9090.91
1546,type_1,hr,2017-11-27,41,,,,,
4986,type_6,id,2018-06-12,308,9090.91,2018-06-12,,,9090.91
1011,type_1,vn,2017-01-08,91,,,,,
5339,type_6,lk,2018-08-09,308,9090.91,2018-08-09,1.95833333333333,2018-08-09,34280.87
3879,type_6,id,2017-11-01,308,9090.91,2017-11-01,4.688,2017-11-01,-590959.66
1172,type_1,id,2017-05-23,308,,,,,
1431,type_1,ng,2017-10-25,308,,,,,
5854,type_6,do,2018-11-13,308,9090.91,2018-11-13,1.61081081081081,2018-11-13,8965.73
3652,type_6,ru,2017-09-02,308,9090.91,2017-09-02,2.0,2017-09-04,-390910.56
4339,type_6,ru,2018-02-11,308,9090.91,2018-02-11,13.21,2018-02-13,9064.49
1661,type_1,id,2017-12-28,283,7604.3,2017-12-30,150.73,2017-12-30,7323.68
1142,type_1,id,2017-04-21,190,113.333333333333,2017-05-17,0.16037558685446,2017-05-17,-394.05
5989,type_6,br,2018-12-10,308,9090.91,2018-12-10,,,9090.91
4120,type_6,lk,2017-12-24,308,9090.91,2017-12-24,0.1,2017-12-24,8919.38
5925,type_6,br,2018-11-28,308,9090.91,2018-11-28,2.0,2018-11-28,9073.14
5615,type_6,id,2018-09-26,308,9090.91,2018-09-26,2.0,2018-09-26,9085.21
3345,type_6,br,2017-06-09,308,9090.91,2017-06-09,,,-90909.09
3064,type_6,id,2017-03-27,308,9090.91,2017-03-27,37.3910655737705,2017-03-27,-92698.33
2003,type_1,ua,2018-04-16,308,,,,,
1853,type_1,ru,2018-03-02,308,,,,,
1480,type_1,th,2017-11-10,308,,,,,
4020,type_6,id,2017-12-02,308,9090.91,2017-12-02,0.2075,2017-12-02,-791427.99
1891,type_1,id,2018-03-12,308,,,,,
2872,type_6,br,2017-02-02,152,9090.91,2017-02-02,0.25047619047619,2017-02-15,-3391016.15
3197,type_6,br,2017-04-26,181,9090.91,2017-04-26,0.486470588235294,2017-04-26,-1285337.1
3795,type_6,id,2017-10-12,25,9090.91,2017-10-12,,,-90909.09
1140,type_1,cn,2017-04-20,105,,,,,
1107,type_1,id,2017-03-30,176,130.0,2017-04-26,0.095,2017-04-26,-123.31
3538,type_6,ru,2017-08-02,308,9090.91,2017-08-02,1.0,2017-08-02,-90910.79
3909,type_6,id,2017-11-08,308,9090.91,2017-11-08,1.09,2017-11-09,-290909.18
2109,type_1,ng,2018-05-30,308,,,,,
4342,type_6,id,2018-02-12,308,9090.91,2018-02-12,0.975,2018-02-14,9090.5
5649,type_6,gb,2018-10-01,308,9090.91,2018-10-01,3.55555555555556,2018-10-01,9078.26
1602,type_1,id,2017-12-12,308,,,,,
1881,type_1,ru,2018-03-09,308,,,,,
5969,type_6,"",2018-12-07,308,9090.91,2018-12-07,2.0,2018-12-07,9054.81
4906,type_6,bd,2018-05-28,308,9090.91,2018-05-28,1.73012048192771,2018-05-28,7739.49
5041,type_6,lk,2018-06-22,308,9090.91,2018-06-22,2.0,2018-06-22,9091.12
1200,type_1,br,2017-06-26,177,1520.0,2017-08-11,,,-2165.77
5863,type_6,id,2018-11-14,308,9090.91,2018-11-14,2.0,2018-11-14,9089.69
5993,type_7,jp,2017-06-30,308,100000.0,2017-06-30,,,100000.0
1279,type_1,br,2017-08-23,247,,,,,
1311,type_1,br,2017-09-04,146,2750.0,2017-09-04,0.306904761904762,2017-09-04,3693.25
2711,type_3,cy,2018-10-01,308,,,,,
2733,type_4,gb,2018-05-01,308,417.02,2018-05-01,,,-239.75
5785,type_6,pk,2018-10-28,308,9090.91,2018-10-28,2.0,2018-10-28,9091.49
1773,type_1,za,2018-02-04,308,,,,,
2091,type_1,id,2018-05-23,308,8383.33333333333,2018-05-24,251.72,2018-05-24,24701.14
2044,type_1,bd,2018-05-01,308,,,,,
1791,type_1,ru,2018-02-10,308,133.333333333333,2018-02-10,0.353181818181818,2018-02-10,2941.5
3245,type_6,id,2017-05-10,308,9090.91,2017-05-10,20.0,2017-05-10,-90926.82
5850,type_6,id,2018-11-12,308,9090.91,2018-11-12,,,9090.91
5512,type_6,gh,2018-09-09,308,9090.91,2018-09-09,,,9090.91
1914,type_1,id,2018-03-19,308,517.4,2018-03-26,0.301176470588235,2018-03-26,4854.23
1770,type_1,id,2018-02-03,308,,,,,
2760,type_6,lv,2017-01-03,308,9090.91,2017-01-03,2.33333333333333,2017-01-03,-90913.37
4176,type_6,md,2018-01-05,308,9090.91,2018-01-05,,,9090.91
5336,type_6,lk,2018-08-09,308,9090.91,2018-08-09,2.0,2018-08-09,9089.69
1970,type_1,bd,2018-04-05,308,,,,,
3558,type_6,id,2017-08-06,308,9090.91,2017-08-06,,,-90909.09
2061,type_1,in,2018-05-08,308,240.0,2018-05-08,0.586256983240223,2018-05-08,237.39
1071,type_1,id,2017-02-26,308,250.0,2017-02-26,0.295364238410596,2017-02-26,1020.38
2005,type_1,tw,2018-04-17,221,,,,,
5234,type_6,id,2018-07-18,308,9090.91,2018-07-18,,,9090.91
3926,type_6,za,2017-11-13,36,9090.91,2017-11-13,3.51666666666667,2017-11-13,-290913.1
3376,type_6,ge,2017-06-18,308,9090.91,2017-06-18,530.765,2017-07-03,-692022.76
4555,type_6,cz,2018-03-24,308,9090.91,2018-03-24,,,9090.91
5551,type_6,id,2018-09-17,308,9090.91,2018-09-17,,,9090.91
1403,type_1,in,2017-10-15,308,,,,,
4925,type_6,id,2018-06-01,308,9090.91,2018-06-01,,,9090.91
4827,type_6,"",2018-05-16,308,9090.91,2018-05-16,0.1,2018-05-16,9087.99
4886,type_6,pt,2018-05-25,308,9090.91,2018-05-25,,,9090.91
3659,type_6,id,2017-09-07,308,9090.91,2017-09-07,1.04,2017-09-11,-190909.73
2856,type_6,ae,2017-01-28,308,9090.91,2017-01-28,71.4228571428572,2017-01-28,-491903.29
5672,type_6,"",2018-10-06,308,9090.91,2018-10-06,,,9090.91
5094,type_6,hu,2018-06-29,308,9090.91,2018-06-29,0.271428571428571,2018-06-29,9084.77
4138,type_6,in,2017-12-28,12,9090.91,2017-12-28,,,9090.91
1903,type_1,id,2018-03-16,308,,,,,
2268,type_1,ec,2018-07-21,308,,,,,
1609,type_1,id,2017-12-14,308,,,,,
3194,type_6,ph,2017-04-26,200,9090.91,2017-04-26,0.83317880794702,2017-05-03,-190935.2
1197,type_1,ca,2017-06-20,308,,,,,
4675,type_6,br,2018-04-16,308,9090.91,2018-04-16,,,9090.91
3196,type_6,ca,2017-04-26,308,9090.91,2017-04-26,1.14,2017-04-26,-490968.46
4530,type_6,br,2018-03-20,186,9090.91,2018-03-20,,,9090.91
5924,type_6,id,2018-11-28,308,9090.91,2018-11-28,99.469696969697,2018-11-28,4265.42
4992,type_6,br,2018-06-13,308,9090.91,2018-06-13,,,9090.91
2238,type_1,vn,2018-07-15,308,797.0,2018-07-16,0.232017167381974,2018-07-16,-1968.65
3544,type_6,by,2017-08-03,15,9090.91,2017-08-03,,,-90909.09
5910,type_6,"",2018-11-26,308,9090.91,2018-11-26,,,9090.91
4124,type_6,id,2017-12-25,269,9090.91,2017-12-25,,,9090.91
2468,type_1,id,2018-10-07,308,1900.0,2018-10-23,0.341948424068768,2018-10-23,3086.82
4775,type_6,ph,2018-05-06,308,9090.91,2018-05-06,,,9090.91
4054,type_6,ng,2017-12-12,308,9090.91,2017-12-12,,,-90909.09
5050,type_6,id,2018-06-24,308,9090.91,2018-06-24,,,9090.91
5081,type_6,co,2018-06-27,308,9090.91,2018-06-27,,,9090.91
3642,type_6,id,2017-08-29,308,9090.91,2017-08-29,,,-90909.09
4576,type_6,id,2018-03-28,308,9090.91,2018-03-28,1.1,2018-06-11,5683.93
1966,type_1,in,2018-04-03,308,,,,,
2342,type_1,br,2018-08-25,308,148.81,2018-08-25,0.420057142857143,2018-08-25,491.54
2725,type_4,gb,2017-10-12,262,100000.0,2017-10-19,203.83,2017-10-20,-75498.0
2354,type_1,id,2018-08-29,308,,,,,
2599,type_1,ug,2018-11-30,308,,,,,
