transaction_date,account,total_buy,total_sell,total_deposits,total_withdrawals,count_contracts,count_deposits,count_withdrawals
2018-03-14,4257,76.08,83.83,,,1,0,0
2018-03-13,4257,1250.82,678.88,,,22,0,0
2018-03-06,4257,325.92,250.7,,,6,0,0
2018-03-01,4257,79.3,48.02,,,10,0,0
2018-02-26,4257,10.8,11.72,,,1,0,0
2018-02-09,4257,732.24,577.37,,,57,0,0
2018-01-29,4257,798.66,609.56,,,51,0,0
2018-01-26,4257,626.4,477.92,,,40,0,0
2018-01-25,4257,798.66,692.04,9090.91,,33,1,0
2018-01-26,4258,373.2,337.09,,,17,0,0
2018-01-25,4258,,,9090.91,,0,1,0
2018-01-27,4259,2971.23,1400.83,,,72,0,0
2018-01-26,4259,1449.99,1264.43,,,229,0,0
2018-01-25,4259,0.7,0.37,9090.91,,6,1,0
2018-03-06,4260,5.4,4.08,,,27,0,0
2018-03-05,4260,2.0,1.56,,,10,0,0
2018-02-28,4260,1.2,0.57,,,6,0,0
2018-02-27,4260,12.2,8.26,,,25,0,0
2018-02-23,4260,9.0,6.61,,,9,0,0
2018-02-22,4260,4.8,3.37,,,4,0,0
2018-02-20,4260,1.73,1.33,,,23,0,0
2018-02-19,4260,17.4,11.8,,,20,0,0
2018-02-15,4260,0.6,0.37,,,3,0,0
2018-02-14,4260,16.0,14.76,,,8,0,0
2018-02-13,4260,70.5,46.85,,,45,0,0
2018-01-26,4260,,,9090.91,,0,1,0
2018-01-26,4261,,,9090.91,,0,1,0
2018-01-26,4262,,,9090.91,,0,1,0
2018-01-26,4263,12.65,12.26,9090.91,,8,1,0
2018-02-24,4264,1.87,1.54,,,13,0,0
2018-02-22,4264,19.84,16.62,,,98,0,0
2018-02-21,4264,65.61,55.82,,,353,0,0
2018-02-20,4264,29.11,23.83,,,111,0,0
2018-02-19,4264,83.84,67.62,,,213,0,0
2018-02-16,4264,241.95,190.67,,,285,0,0
2018-02-15,4264,15.26,13.09,,,91,0,0
2018-01-26,4264,,,9090.91,,0,1,0
2018-02-06,4265,1.06,0.41,,,1,0,0
2018-02-04,4265,2.03,2.32,,,2,0,0
2018-01-27,4265,,,9090.91,,0,1,0
2018-01-27,4266,4145.66,2512.17,9090.91,,33,1,0
2018-01-29,4267,278.44,170.64,,,8,0,0
2018-01-27,4267,,,9090.91,,0,1,0
2018-01-27,4268,,,9090.91,,0,1,0
2018-01-28,4269,,,9090.91,,0,1,0
2018-11-15,4270,127.0,130.7,,,8,0,0
2018-10-04,4270,5648.0,3642.83,9090.91,,10,1,0
2018-08-03,4270,55.8,57.98,,,4,0,0
2018-07-12,4270,1975.8,768.99,9090.91,,2,1,0
2018-07-10,4270,7779.8,3854.0,9090.91,,26,1,0
2018-07-02,4270,2.0,2.21,,,1,0,0
2018-06-15,4270,5.33,4.41,,,5,0,0
2018-06-14,4270,6.65,3.37,,,6,0,0
2018-06-13,4270,3914.18,3625.88,,,22,0,0
2018-06-12,4270,18080.54,12487.74,9090.91,,21,1,0
2018-06-06,4270,17895.31,13193.7,,,12,0,0
2018-06-05,4270,12238.57,9434.5,,,13,0,0
2018-05-02,4270,1224.36,476.52,,,3,0,0
2018-05-01,4270,,,,,0,0,0
2018-04-29,4270,20886.74,15590.02,,,28,0,0
2018-04-26,4270,9031.82,6628.83,,,8,0,0
2018-04-23,4270,0.21,0.24,,,1,0,0
2018-04-22,4270,99999.4,77528.95,,,139,0,0
2018-04-21,4270,99955.93,79318.46,18181.82,,165,2,0
2018-04-20,4270,2482.93,2601.01,,,6,0,0
2018-04-19,4270,4533.25,3321.16,,,4,0,0
2018-04-17,4270,113.01,43.99,,,1,0,0
2018-04-16,4270,1.09,1.2,,,1,0,0
2018-04-14,4270,2.57,2.17,,,3,0,0
2018-04-12,4270,111.36,121.18,,,2,0,0
2018-02-01,4270,2290.68,1669.94,,,2,0,0
2018-01-28,4270,5505.56,3659.88,18181.82,,25,2,0
2018-01-28,4271,,,9090.91,,0,1,0
2018-02-02,4272,1.13,1.22,,,1,0,0
2018-01-28,4272,,,9090.91,,0,1,0
2018-01-28,4273,,,9090.91,,0,1,0
2018-10-16,4274,15002.0,10960.54,9090.91,,27,1,0
2018-09-01,4274,41493.2,30655.89,,,132,0,0
2018-08-30,4274,202.0,243.47,18181.82,,2,2,0
2018-07-31,4274,61.0,43.93,,,305,0,0
2018-07-30,4274,8134.4,4641.64,18181.82,,328,2,0
2018-07-09,4274,22252.38,16237.62,9090.91,,82,1,0
2018-06-29,4274,1400.0,835.1,,,7,0,0
2018-06-22,4274,1806.6,1324.3,9090.91,,21,1,0
2018-06-20,4274,17774.4,10853.06,,,55,0,0
2018-06-19,4274,19200.0,17150.04,9090.91,,52,1,0
2018-06-11,4274,4748.2,2873.28,9090.91,,77,1,0
2018-06-04,4274,17811.4,13130.03,9090.91,,124,1,0
2018-05-18,4274,6.4,4.38,,,16,0,0
2018-05-04,4274,62.53,34.48,,,47,0,0
2018-04-28,4274,12556.93,9011.28,9090.91,,36,1,0
2018-04-27,4274,1797.02,1348.53,,,152,0,0
2018-04-24,4274,32284.75,22666.94,18181.82,,54,2,0
2018-04-13,4274,30701.03,24076.53,9090.91,,189,1,0
2018-04-04,4274,49026.2,34244.9,,,130,0,0
2018-04-01,4274,2000.0,778.41,,,1,0,0
2018-03-23,4274,99981.61,67396.46,,,61,0,0
2018-03-22,4274,97998.81,89851.57,18181.82,,433,2,0
2018-03-21,4274,13368.07,8037.75,27272.73,,486,3,0
2018-03-19,4274,25301.33,18156.58,18181.82,,82,2,0
2018-03-16,4274,14.3,5.57,,,3,0,0
2018-03-14,4274,631.62,327.56,,,19,0,0
2018-03-10,4274,100.77,78.98,,,30,0,0
2018-03-09,4274,12374.77,8167.74,18181.82,,123,2,0
2018-03-08,4274,28009.19,21068.81,9090.91,,103,1,0
2018-03-07,4274,84535.82,65068.93,9090.91,,121,1,0
2018-03-06,4274,,,,,0,0,0
2018-03-04,4274,31.03,22.66,,,12,0,0
2018-03-02,4274,15170.31,10971.48,9090.91,,252,1,0
2018-03-01,4274,182.0,163.06,,,10,0,0
2018-02-28,4274,36574.39,27370.15,9090.91,,304,1,0
2018-02-22,4274,1300.1,1263.07,,,14,0,0
2018-02-21,4274,73310.63,56352.01,9090.91,,202,1,0
2018-02-19,4274,260.0,116.4,,,4,0,0
2018-02-18,4274,16890.0,12536.48,,,80,0,0
2018-02-17,4274,22323.32,13976.07,,,107,0,0
2018-02-16,4274,10.2,8.97,,,29,0,0
2018-01-30,4274,9645.55,6556.33,,,32,0,0
2018-01-29,4274,99994.19,80641.02,9090.91,,138,1,0
2018-01-28,4274,8521.68,7365.15,9090.91,,22,1,0
2018-02-09,4275,32.0,26.67,,,16,0,0
2018-02-02,4275,4.0,3.08,,,2,0,0
2018-01-29,4275,,,9090.91,,0,1,0
2018-01-29,4276,,,9090.91,,0,1,0
2018-02-02,4277,1.4,0.7,,,6,0,0
2018-01-29,4277,1502.04,1299.96,9090.91,,20,1,0
2018-01-29,4278,,,9090.91,,0,1,0
2018-01-29,4279,,,9090.91,,0,1,0
2018-01-29,4280,,,9090.91,,0,1,0
2018-01-30,4281,,,9090.91,,0,1,0
2018-02-04,4282,5.15,2.0,,,1,0,0
2018-02-03,4282,41.2,31.6,,,4,0,0
2018-02-02,4282,6.67,7.27,,,2,0,0
2018-01-30,4282,,,9090.91,,0,1,0
2018-01-30,4283,,,9090.91,,0,1,0
2018-01-30,4284,,,9090.91,,0,1,0
2018-01-30,4285,,,9090.91,,0,1,0
2018-01-30,4286,,,9090.91,,0,1,0
2018-01-30,4287,,,9090.91,,0,1,0
2018-01-31,4288,,,9090.91,,0,1,0
2018-01-31,4289,,,9090.91,,0,1,0
2018-01-31,4290,6.18,7.08,9090.91,,6,1,0
2018-02-01,4291,,,9090.91,,0,1,0
2018-02-01,4292,0.1,0.04,9090.91,,1,1,0
2018-05-31,4293,0.37,0.14,,,1,0,0
2018-02-01,4293,,,9090.91,,0,1,0
2018-02-01,4294,,,9090.91,,0,1,0
2018-02-01,4295,,,9090.91,,0,1,0
2018-02-01,4296,,,9090.91,,0,1,0
2018-02-02,4297,,,9090.91,,0,1,0
2018-02-02,4298,1.1,1.21,9090.91,,1,1,0
2018-02-08,4299,3.0,2.68,,,3,0,0
2018-02-02,4299,44.91,27.33,9090.91,,22,1,0
2018-02-02,4300,,,9090.91,,0,1,0
2018-10-17,4301,2.0,0.78,,,1,0,0
2018-02-02,4301,,,9090.91,,0,1,0
2018-02-02,4302,,,9090.91,,0,1,0
2018-02-05,4303,0.2,0.23,,,2,0,0
2018-02-04,4303,60.1,53.88,,,4,0,0
2018-02-03,4303,183.24,103.22,9090.91,,28,1,0
2018-02-05,4304,14.0,10.93,,,7,0,0
2018-02-04,4304,16.0,12.78,,,8,0,0
2018-02-03,4304,2.0,0.78,9090.91,,1,1,0
2018-02-04,4305,14259.26,11758.03,,,810,0,0
2018-02-03,4305,75.51,61.07,9090.91,,207,1,0
2018-02-03,4306,,,9090.91,,0,1,0
2018-02-04,4307,41.0,16.18,9090.91,,8,1,0
2018-09-10,4308,6.0,5.31,9090.91,,3,1,0
2018-09-09,4308,2.0,1.76,,,1,0,0
2018-05-28,4308,9.53,7.45,,,9,0,0
2018-05-05,4308,7562.51,4873.79,,,11,0,0
2018-05-03,4308,107.29,121.16,,,5,0,0
2018-05-02,4308,4.8,3.38,,,24,0,0
2018-04-28,4308,1.03,0.4,,,1,0,0
2018-02-13,4308,2.0,2.04,,,1,0,0
2018-02-12,4308,5.09,4.4,,,4,0,0
2018-02-07,4308,2.06,0.99,,,2,0,0
2018-02-05,4308,74.46,72.64,,,4,0,0
2018-02-04,4308,2170.63,1945.45,9090.91,,10,1,0
2018-04-12,4309,2739.2,1081.22,9090.91,,6,1,0
2018-04-09,4309,8720.0,6281.92,9090.91,,15,1,0
2018-04-06,4309,25.71,12.88,,,7,0,0
2018-04-04,4309,6711.8,2896.43,27272.73,,19,3,0
2018-04-03,4309,11912.6,7714.32,18181.82,,12,2,0
2018-04-02,4309,88.0,52.39,,,7,0,0
2018-03-30,4309,4332.6,2442.71,9090.91,,34,1,0
2018-03-28,4309,1980.0,1526.07,,,18,0,0
2018-03-27,4309,39792.0,22741.08,,,47,0,0
2018-03-26,4309,804.0,467.01,,,4,0,0
2018-03-23,4309,48000.0,35033.89,,,17,0,0
2018-03-22,4309,14.0,13.0,,,7,0,0
2018-03-21,4309,66000.2,58256.8,,,19,0,0
2018-03-20,4309,32835.8,24683.68,,,18,0,0
2018-03-19,4309,22649.0,21749.58,9090.91,,53,1,0
2018-02-12,4309,188.0,132.71,,,12,0,0
2018-02-10,4309,3262.46,1933.1,,,24,0,0
2018-02-09,4309,80.2,62.13,,,14,0,0
2018-02-08,4309,134.18,96.13,,,4,0,0
2018-02-07,4309,60.31,35.5,,,18,0,0
2018-02-06,4309,610.44,336.91,,,15,0,0
2018-02-04,4309,,,9090.91,,0,1,0
2018-02-04,4310,3.09,1.98,9090.91,,3,1,0
2018-02-04,4311,0.28,0.22,9090.91,,2,1,0
2018-02-05,4312,,,9090.91,,0,1,0
2018-02-06,4313,,,9090.91,,0,1,0
2018-02-06,4314,,,9090.91,,0,1,0
2018-03-06,4315,,,,,0,0,0
2018-02-17,4315,1200.0,981.05,,,30,0,0
2018-02-14,4315,24.2,18.58,,,85,0,0
2018-02-10,4315,146.4,115.0,,,363,0,0
2018-02-09,4315,857.18,771.32,,,250,0,0
2018-02-08,4315,14241.0,11499.62,,,15,0,0
2018-02-07,4315,4088.91,3345.42,,,102,0,0
2018-02-06,4315,53.56,46.68,9090.91,,12,1,0
2018-02-06,4316,72.4,77.84,9090.91,,35,1,0
2018-02-06,4317,,,9090.91,,0,1,0
2018-06-08,4318,3.09,1.98,,,3,0,0
2018-06-07,4318,3.09,2.76,,,3,0,0
2018-06-05,4318,,,,,0,0,0
2018-06-03,4318,9.27,5.17,,,9,0,0
2018-06-02,4318,2.06,1.58,,,2,0,0
2018-06-01,4318,3.09,2.76,,,3,0,0
2018-05-31,4318,5.15,2.78,,,5,0,0
2018-05-30,4318,3.09,2.76,,,3,0,0
2018-05-29,4318,3.09,1.98,,,3,0,0
2018-05-28,4318,3.09,1.98,,,3,0,0
2018-05-27,4318,2.06,1.58,,,2,0,0
2018-05-25,4318,1.03,1.18,,,1,0,0
2018-05-24,4318,3.09,1.98,,,3,0,0
2018-05-22,4318,1.03,1.18,,,1,0,0
2018-05-20,4318,2.06,0.8,,,2,0,0
2018-05-17,4318,1.03,1.18,,,1,0,0
2018-05-15,4318,3.09,2.76,,,3,0,0
2018-05-14,4318,1.12,1.22,,,1,0,0
2018-05-09,4318,1.03,1.18,,,1,0,0
2018-05-08,4318,2.06,1.58,,,2,0,0
2018-03-28,4318,1.03,1.18,,,1,0,0
2018-03-21,4318,1.06,1.19,,,1,0,0
2018-03-19,4318,1.11,1.21,,,1,0,0
2018-03-16,4318,1.11,1.21,,,1,0,0
2018-03-14,4318,1.1,0.43,,,1,0,0
2018-03-13,4318,2.14,1.61,,,2,0,0
2018-03-12,4318,1.15,1.23,,,1,0,0
2018-03-09,4318,2.16,0.84,,,2,0,0
2018-03-07,4318,2.18,0.85,,,2,0,0
2018-02-27,4318,7.56,6.06,,,7,0,0
2018-02-26,4318,8.6,7.24,,,8,0,0
2018-02-25,4318,1.03,1.18,,,1,0,0
2018-02-24,4318,8.24,6.58,,,7,0,0
2018-02-23,4318,8.37,7.71,,,8,0,0
2018-02-22,4318,1.03,1.15,,,1,0,0
2018-02-21,4318,8.25,6.32,,,7,0,0
2018-02-20,4318,14.73,11.16,,,14,0,0
2018-02-19,4318,34.25,24.76,,,34,0,0
2018-02-18,4318,60.81,32.79,,,23,0,0
2018-02-16,4318,1.03,0.4,,,1,0,0
2018-02-08,4318,2.06,0.8,,,2,0,0
2018-02-07,4318,1.08,0.42,,,1,0,0
2018-02-06,4318,,,9090.91,,0,1,0
2018-02-07,4319,,,,,0,0,0
2018-02-06,4319,4.2,1.98,9090.91,,3,1,0
2018-02-06,4320,,,9090.91,,0,1,0
2018-08-08,4321,0.4,0.3,,,2,0,0
2018-08-07,4321,0.4,0.43,,,2,0,0
2018-07-19,4321,3547.4,2424.88,,,99,0,0
2018-07-09,4321,2.8,1.25,,,5,0,0
2018-07-04,4321,2.0,0.78,,,1,0,0
2018-06-29,4321,12.0,7.37,,,6,0,0
2018-06-28,4321,24.0,18.99,,,12,0,0
2018-06-20,4321,4.2,3.35,,,21,0,0
2018-06-11,4321,19.96,17.09,,,117,0,0
2018-05-29,4321,0.27,0.1,,,1,0,0
2018-05-24,4321,0.6,0.39,,,3,0,0
2018-05-21,4321,2.53,1.96,,,2,0,0
2018-05-18,4321,2.0,0.78,,,1,0,0
2018-05-16,4321,174.06,133.58,,,1909,0,0
2018-05-15,4321,0.6,0.23,,,2,0,0
2018-05-14,4321,18.29,14.03,,,50,0,0
2018-05-13,4321,129.18,104.16,,,338,0,0
2018-05-12,4321,89.6,67.93,,,268,0,0
2018-05-11,4321,0.4,0.3,,,2,0,0
2018-05-08,4321,139.59,104.33,,,141,0,0
2018-05-07,4321,71.96,58.64,,,247,0,0
2018-05-06,4321,62.63,49.88,,,110,0,0
2018-05-04,4321,23.45,17.52,,,114,0,0
2018-05-02,4321,512.61,292.14,,,241,0,0
2018-04-29,4321,577.33,493.44,,,662,0,0
2018-04-28,4321,25.82,22.63,,,46,0,0
2018-04-26,4321,0.4,0.31,,,2,0,0
2018-04-25,4321,51.98,87.66,,,68,0,0
2018-04-24,4321,184.84,136.64,,,638,0,0
2018-04-23,4321,12.6,9.86,,,18,0,0
2018-04-22,4321,7.6,6.58,,,29,0,0
2018-04-21,4321,68.92,54.42,,,396,0,0
2018-04-18,4321,66.95,52.75,,,123,0,0
2018-04-17,4321,0.6,0.4,,,3,0,0
2018-04-16,4321,55.93,44.81,,,135,0,0
2018-04-15,4321,23.2,16.73,,,17,0,0
2018-04-14,4321,303.54,231.55,,,1540,0,0
2018-04-13,4321,1138.47,924.05,,,1338,0,0
2018-04-12,4321,10.0,6.67,,,5,0,0
2018-04-11,4321,3222.62,2588.51,,,103,0,0
2018-04-10,4321,3.78,2.4,,,3,0,0
2018-04-09,4321,4.0,2.97,,,2,0,0
2018-04-08,4321,381.74,250.98,,,8,0,0
2018-04-07,4321,8.6,6.97,,,43,0,0
2018-04-06,4321,10.4,8.02,,,14,0,0
2018-04-05,4321,1.0,,,,1,0,0
2018-04-04,4321,8.7,6.42,,,14,0,0
2018-04-03,4321,14.0,9.58,,,7,0,0
2018-04-01,4321,73.75,79.54,,,880,0,0
2018-03-31,4321,1235.9,997.71,,,784,0,0
2018-03-30,4321,416.03,320.56,,,2445,0,0
2018-03-29,4321,780.1,608.21,,,1833,0,0
2018-03-28,4321,529.0,386.6,,,1768,0,0
2018-03-27,4321,2217.91,1789.82,,,1620,0,0
2018-03-25,4321,0.42,0.27,,,6,0,0
2018-03-23,4321,2.0,0.78,,,1,0,0
2018-03-22,4321,2.0,0.78,,,1,0,0
2018-03-21,4321,1.0,0.84,,,5,0,0
2018-03-20,4321,5.4,4.14,,,9,0,0
2018-03-19,4321,13.12,8.62,,,7,0,0
2018-03-18,4321,9.6,5.94,,,12,0,0
2018-03-16,4321,1.07,1.2,,,1,0,0
2018-03-14,4321,2.0,2.2,,,1,0,0
2018-03-13,4321,2.0,2.21,,,1,0,0
2018-03-06,4321,2.6,1.16,,,6,0,0
2018-03-03,4321,8.91,3.47,,,1,0,0
2018-03-02,4321,20.0,11.92,,,10,0,0
2018-03-01,4321,18.0,13.97,,,9,0,0
2018-02-28,4321,18.0,17.31,,,9,0,0
2018-02-27,4321,17.13,12.09,,,7,0,0
2018-02-22,4321,2.06,1.58,,,2,0,0
2018-02-20,4321,0.4,0.16,,,2,0,0
2018-02-19,4321,0.4,0.31,,,4,0,0
2018-02-18,4321,144.78,92.14,,,167,0,0
2018-02-17,4321,56.4,30.72,,,48,0,0
2018-02-14,4321,0.2,0.08,,,1,0,0
2018-02-12,4321,3.14,2.0,,,2,0,0
2018-02-10,4321,2.0,0.78,,,1,0,0
2018-02-09,4321,0.52,0.51,,,3,0,0
2018-02-07,4321,,,9090.91,,0,1,0
2018-02-08,4322,,,9090.91,,0,1,0
2018-02-22,4323,9.0,6.98,,,41,0,0
2018-02-20,4323,111.22,85.05,,,132,0,0
2018-02-19,4323,22.66,17.38,,,18,0,0
2018-02-09,4323,10.0,5.4,,,5,0,0
2018-02-08,4323,78.16,53.29,9090.91,,20,1,0
2018-02-08,4324,,,9090.91,,0,1,0
2018-07-11,4325,16.0,12.27,,,8,0,0
2018-07-09,4325,24.0,16.9,,,12,0,0
2018-07-07,4325,20.0,13.83,,,10,0,0
2018-07-04,4325,10.0,5.4,,,5,0,0
2018-07-02,4325,26.0,14.65,,,13,0,0
2018-06-30,4325,32.0,27.57,,,16,0,0
2018-06-26,4325,39.89,31.28,,,20,0,0
2018-06-23,4325,82.39,63.91,,,37,0,0
2018-06-21,4325,75.97,60.7,,,33,0,0
2018-06-19,4325,61.88,45.25,,,31,0,0
2018-06-17,4325,4.0,4.58,,,2,0,0
2018-06-16,4325,100.44,76.65,,,71,0,0
2018-06-10,4325,39.54,30.16,,,19,0,0
2018-06-09,4325,85.56,72.51,,,43,0,0
2018-06-04,4325,14.21,11.45,,,46,0,0
2018-06-02,4325,11.15,6.9,,,37,0,0
2018-05-31,4325,15.8,10.77,,,43,0,0
2018-05-28,4325,30.01,23.07,,,139,0,0
2018-05-27,4325,9.2,6.15,,,42,0,0
2018-05-25,4325,11.8,9.12,,,59,0,0
2018-05-23,4325,5.8,4.67,,,29,0,0
2018-05-03,4325,6.8,4.74,,,16,0,0
2018-04-30,4325,12.6,7.48,,,43,0,0
2018-04-29,4325,54.07,41.73,,,103,0,0
2018-04-28,4325,176.51,133.07,,,121,0,0
2018-04-27,4325,57.6,43.11,,,150,0,0
2018-04-26,4325,171.6,130.23,,,73,0,0
2018-04-25,4325,220.59,173.66,,,148,0,0
2018-04-24,4325,166.0,130.22,,,83,0,0
2018-04-23,4325,216.19,177.1,,,181,0,0
2018-04-22,4325,85.83,71.61,,,47,0,0
2018-04-21,4325,18.0,12.11,,,9,0,0
2018-04-20,4325,53.2,38.5,,,32,0,0
2018-04-19,4325,74.3,57.77,,,66,0,0
2018-04-18,4325,94.2,69.89,,,102,0,0
2018-04-17,4325,105.6,89.83,,,191,0,0
2018-04-16,4325,30.2,22.07,,,55,0,0
2018-04-15,4325,185.8,139.03,,,265,0,0
2018-04-14,4325,49.0,34.66,,,201,0,0
2018-04-13,4325,129.21,98.39,,,486,0,0
2018-04-12,4325,11.26,8.03,,,118,0,0
2018-04-11,4325,90.8,71.93,,,138,0,0
2018-04-10,4325,72.8,53.12,,,192,0,0
2018-04-08,4325,83.0,66.55,,,307,0,0
2018-04-07,4325,252.6,191.34,,,497,0,0
2018-04-06,4325,159.5,117.23,,,152,0,0
2018-04-05,4325,95.54,76.19,,,127,0,0
2018-04-04,4325,86.6,76.16,,,73,0,0
2018-04-03,4325,443.49,325.15,,,273,0,0
2018-04-02,4325,81.34,60.88,,,432,0,0
2018-04-01,4325,245.82,179.24,,,208,0,0
2018-03-31,4325,242.25,177.71,,,390,0,0
2018-03-30,4325,1878.82,1401.32,,,473,0,0
2018-03-29,4325,316.0,233.44,,,70,0,0
2018-03-27,4325,1693.5,1297.69,,,484,0,0
2018-03-26,4325,463.04,263.78,,,601,0,0
2018-03-25,4325,404.0,333.23,,,190,0,0
2018-03-24,4325,114.6,79.44,,,252,0,0
2018-03-23,4325,96.3,74.21,,,397,0,0
2018-03-22,4325,328.5,298.26,,,475,0,0
2018-03-21,4325,410.4,311.53,,,513,0,0
2018-03-20,4325,1276.6,994.19,,,398,0,0
2018-03-19,4325,52.4,40.9,,,314,0,0
2018-03-18,4325,346.6,282.29,,,310,0,0
2018-03-17,4325,62.0,56.13,,,121,0,0
2018-03-16,4325,501.18,362.01,,,460,0,0
2018-03-15,4325,307.52,231.58,,,478,0,0
2018-03-14,4325,147.48,112.47,,,101,0,0
2018-03-13,4325,877.8,718.36,,,257,0,0
2018-03-12,4325,7.6,7.48,,,19,0,0
2018-03-09,4325,8.0,5.5,,,4,0,0
2018-03-08,4325,21.6,14.67,,,44,0,0
2018-03-07,4325,244.55,225.07,,,114,0,0
2018-03-05,4325,13.2,9.67,,,22,0,0
2018-03-04,4325,0.4,0.44,,,2,0,0
2018-03-03,4325,11.2,7.88,,,56,0,0
2018-03-01,4325,0.6,0.76,,,3,0,0
2018-02-08,4325,0.2,0.23,9090.91,,1,1,0
2018-02-23,4326,10.0,3.89,,,1,0,0
2018-02-22,4326,23.01,16.74,,,2,0,0
2018-02-08,4326,,,9090.91,,0,1,0
2018-02-08,4327,,,9090.91,,0,1,0
2018-02-09,4328,,,9090.91,,0,1,0
2018-02-09,4329,6.2,5.47,9090.91,,4,1,0
2018-02-09,4330,,,9090.91,,0,1,0
2018-02-09,4331,,,9090.91,,0,1,0
2018-02-09,4332,,,9090.91,,0,1,0
2018-02-09,4333,,,9090.91,,0,1,0
2018-04-22,4334,4.12,3.16,,,4,0,0
2018-04-17,4334,5.96,3.87,,,6,0,0
2018-04-13,4334,1430.21,557.42,,,11,0,0
2018-04-12,4334,3.29,3.62,,,3,0,0
2018-02-10,4334,,,9090.91,,0,1,0
2018-02-10,4335,0.22,0.16,9090.91,,2,1,0
2018-02-11,4336,,,9090.91,,0,1,0
2018-02-11,4337,,,9090.91,,0,1,0
2018-02-11,4338,1.03,0.76,9090.91,,1,1,0
2018-02-14,4339,,,,,0,0,0
2018-02-13,4339,26.42,,,,2,0,0
2018-02-11,4339,,,9090.91,,0,1,0
2018-04-25,4340,420.0,330.08,,,12,0,0
2018-02-12,4340,624.2,409.63,9090.91,,42,1,0
2018-04-20,4341,22.65,16.6,,,23,0,0
2018-03-29,4341,4042.44,3442.28,,,23,0,0
2018-02-28,4341,,,,,0,0,0
2018-02-26,4341,7.86,5.39,,,8,0,0
2018-02-22,4341,9.05,6.64,,,9,0,0
2018-02-16,4341,60.03,40.49,,,61,0,0
2018-02-15,4341,55.71,43.48,,,56,0,0
2018-02-13,4341,0.96,0.37,,,1,0,0
2018-02-12,4341,173.5,134.57,9090.91,,165,1,0
2018-02-14,4342,1.95,1.54,,,2,0,0
2018-02-12,4342,,,9090.91,,0,1,0
2018-02-19,4343,2.45,1.5,,,16,0,0
2018-02-16,4343,0.11,0.04,,,1,0,0
2018-02-15,4343,0.11,0.12,,,1,0,0
2018-02-14,4343,0.11,0.12,,,1,0,0
2018-02-13,4343,58.66,51.03,,,23,0,0
2018-02-12,4343,,,9090.91,,0,1,0
2018-02-12,4344,,,9090.91,,0,1,0
2018-02-13,4345,,,9090.91,,0,1,0
2018-02-13,4346,,,9090.91,,0,1,0
2018-02-13,4347,4.0,4.58,9090.91,,2,1,0
2018-02-19,4348,,,,,0,0,0
2018-02-13,4348,24.08,17.93,9090.91,,4,1,0
2018-02-23,4349,154.54,114.63,,,15,0,0
2018-02-22,4349,342.48,242.27,,,52,0,0
2018-02-21,4349,524.47,400.62,,,30,0,0
2018-02-20,4349,3500.0,2586.51,,,175,0,0
2018-02-19,4349,2380.0,1861.74,,,115,0,0
2018-02-17,4349,7400.0,5434.59,,,238,0,0
2018-02-16,4349,4499.56,3580.58,9090.91,,279,1,0
2018-02-15,4349,9.25,6.72,,,18,0,0
2018-02-14,4349,28.37,18.44,,,45,0,0
2018-02-13,4349,6988.0,4705.39,9090.91,,136,1,0
2018-04-20,4350,140.0,83.86,,,4,0,0
2018-04-19,4350,323.68,200.08,,,7,0,0
2018-03-19,4350,30.0,26.94,,,3,0,0
2018-03-13,4350,31.9,27.48,,,3,0,0
2018-03-12,4350,284.48,216.87,,,28,0,0
2018-03-11,4350,14.24,10.58,,,11,0,0
2018-03-10,4350,1172.8,937.76,,,49,0,0
2018-03-09,4350,302.04,216.75,,,28,0,0
2018-03-08,4350,829.75,533.02,,,43,0,0
2018-03-07,4350,1398.72,1303.28,,,55,0,0
2018-03-06,4350,64.4,57.65,,,17,0,0
2018-03-02,4350,16.03,14.02,,,3,0,0
2018-02-27,4350,2940.21,1527.74,,,89,0,0
2018-02-13,4350,,,9090.91,,0,1,0
2018-02-14,4351,,,9090.91,,0,1,0
2018-02-14,4352,,,9090.91,,0,1,0
2018-02-14,4353,,,9090.91,,0,1,0
2018-02-15,4354,41.99,16.34,9090.91,,1,1,0
2018-02-16,4355,,,9090.91,,0,1,0
2018-12-04,4356,34.0,21.94,,,17,0,0
2018-11-08,4356,48.0,33.0,,,24,0,0
2018-09-24,4356,4.0,3.01,,,2,0,0
2018-09-11,4356,18.0,14.54,,,9,0,0
2018-09-05,4356,2.06,2.36,,,2,0,0
2018-08-20,4356,4.0,3.18,,,2,0,0
2018-08-19,4356,24.0,19.07,,,12,0,0
2018-07-30,4356,32.0,20.56,,,16,0,0
2018-07-18,4356,36.0,28.19,,,18,0,0
2018-07-12,4356,10.0,9.3,,,5,0,0
2018-07-02,4356,6.0,10.44,,,3,0,0
2018-06-21,4356,30.0,21.03,,,15,0,0
2018-06-20,4356,1.52,0.81,,,2,0,0
2018-06-14,4356,4.0,3.27,,,2,0,0
2018-06-06,4356,28.0,24.62,,,14,0,0
2018-06-04,4356,12.0,9.45,,,6,0,0
2018-06-01,4356,36.0,21.95,,,18,0,0
2018-05-23,4356,,,,,0,0,0
2018-05-21,4356,18.0,13.36,,,9,0,0
2018-05-19,4356,24.0,21.43,,,12,0,0
2018-05-17,4356,18.0,12.9,,,9,0,0
2018-05-03,4356,32.0,25.4,,,16,0,0
2018-04-26,4356,7.11,5.78,,,4,0,0
2018-04-21,4356,15.03,12.67,,,8,0,0
